coin,best_year,worst_year,avg_annual_return
ADA,6.2228812667544116,-0.811888035298515,1.5528746618172868
BNB,12.690813636346537,-0.518574955429072,2.199404390604267
BTC,3.0279192459329902,-0.6426524216644345,0.7854554422188327
DOGE,35.41520916268743,-0.6284413863888711,5.446088772218428
DOT,2.2042247922671088,-0.8385151338747292,0.4257667157673084
ETH,4.6406124886844475,-0.6750229248563218,1.2778591193936442
LTC,1.9675652330936804,-0.5222581985609193,0.22265295449327915
SOL,111.71381187693547,-0.9415085563476185,17.258606298765496
XRP,2.780660129737713,-0.5910200299026086,0.7393640290026269
