Date,coin,daily_return,sp500_return,rolling_corr_sp500_90d
2020-06-15,ADA,0.0213556197093431,0.008312217041285264,0.5332770731426729
2020-06-16,ADA,0.0087514168193389,0.01896239819380252,0.5321623525869736
2020-06-17,ADA,0.055290691659416,-0.0036002995561740248,0.5301611603099035
2020-06-18,ADA,-0.0152315247114285,0.0005942198825281686,0.5317086977565051
2020-06-19,ADA,-0.0312872873555383,-0.005649494809462974,0.5320609370481949
2020-06-22,ADA,0.0654348499763015,0.006495095537691675,0.5327436793295064
2020-06-23,ADA,-0.0078937303554535,0.004307419569164139,0.5320739983535632
2020-06-24,ADA,-0.0044243602628164,-0.025855145939064572,0.5320389891539549
2020-06-25,ADA,-0.0108013251049734,0.010959447267809841,0.5313492778168565
2020-06-26,ADA,-0.0138326106902526,-0.024226905044785974,0.5392600152902317
2020-06-29,ADA,0.0432629856890136,0.014685678433118632,0.5403739906289358
2020-06-30,ADA,-0.0089900887824567,0.015409875731554612,0.5381131678489355
2020-07-01,ADA,0.154458806983839,0.005022132820864389,0.525652487830125
2020-07-02,ADA,-0.0169665047666205,0.004541250844364075,0.5206986758294806
2020-07-06,ADA,0.0713769900096776,0.01588172586745884,0.5303945446240635
2020-07-07,ADA,0.117210422159665,-0.010818532028197159,0.5213641772671121
2020-07-08,ADA,0.1050920750767334,0.007827461915415501,0.5189122126447634
2020-07-09,ADA,-0.0432228665867245,-0.005643606159361103,0.5150036909843804
2020-07-10,ADA,-0.0480879642428722,0.01046620127324438,0.5092325328721663
2020-07-13,ADA,-0.0207204455245451,-0.009362541127788226,0.5168009911483791
2020-07-14,ADA,0.0628805823546132,0.013406370782667931,0.525986166694385
2020-07-15,ADA,-0.0120791965841481,0.009082050740923053,0.5245796911658185
2020-07-16,ADA,-0.0341108583178597,-0.0034061012455366413,0.5218941341173601
2020-07-17,ADA,-0.0272866683817565,0.002848612194617406,0.531315860047311
2020-07-20,ADA,-0.0467861301837634,0.0084069387471426,0.5216981866913819
2020-07-21,ADA,0.042747899840853,0.0016790373419135474,0.42064049260612135
2020-07-22,ADA,0.0077826802010139,0.005747082068739751,0.3544306783972415
2020-07-23,ADA,-0.0012023427104794,-0.012319859824193036,0.2775269191816948
2020-07-24,ADA,-0.0152295276379023,-0.006190400054688405,0.27523599343800326
2020-07-27,ADA,-0.0630418859966842,0.007395138795039502,0.27008728312417285
2020-07-28,ADA,0.0708145293921336,-0.006473392152297919,0.2801143625827262
2020-07-29,ADA,-0.0586750643761888,0.01242838167815008,0.2536879969493437
2020-07-30,ADA,0.0050686467128733,-0.003750251937389204,0.2796201484104334
2020-07-31,ADA,-0.0127322529881971,0.007670504990141325,0.28825131629041917
2020-08-03,ADA,0.0286880694388189,0.00718102343932614,0.2936932638062528
2020-08-04,ADA,0.0413806003995487,0.0036119303819721615,0.29079953630986854
2020-08-05,ADA,-0.0022585440627076,0.006429743053199433,0.27018166403105337
2020-08-06,ADA,0.0094818359751713,0.00642769555966427,0.25911415532435367
2020-08-07,ADA,-0.0339678767687421,0.0006330295486443038,0.26272641477485875
2020-08-10,ADA,-0.0095631958437122,0.002742218294476073,0.27116689033537245
2020-08-11,ADA,-0.0446213392948338,-0.007969132154236114,0.27402461088513597
2020-08-12,ADA,-0.0002764774902869,0.013996549490237653,0.27211484459546753
2020-08-13,ADA,0.0279988642851072,-0.002047174350497949,0.2045282162009862
2020-08-14,ADA,-0.0205812112536294,-0.00017188262276812694,0.2041221542929331
2020-08-17,ADA,0.0176859473182626,0.0027098425110787527,0.19946237174149936
2020-08-18,ADA,-0.0247870858575274,0.002303389154016955,0.2028073265172308
2020-08-19,ADA,-0.05931882327811,-0.0044043954214108005,0.2026951232617203
2020-08-20,ADA,0.0337807697033647,0.0031586327691348615,0.21506776914046338
2020-08-21,ADA,-0.0739438413935434,0.0034411070444764214,0.19646021576076172
2020-08-24,ADA,0.0237921031016457,0.010043718303008653,0.19578394502198562
2020-08-25,ADA,-0.0899363958350051,0.0035963511532906,0.1952353251625605
2020-08-26,ADA,0.0175917142115888,0.010195626139483993,0.18075379943637915
2020-08-27,ADA,-0.073392014665788,0.0016730440109038458,0.1886537856529253
2020-08-28,ADA,0.0246105452941294,0.00673256535528588,0.17771569951680613
2020-08-31,ADA,0.0447133816394198,-0.0021949627140287475,0.18370482127437998
2020-09-01,ADA,0.022194516820253,0.007525003016613407,0.18122940246361974
2020-09-02,ADA,-0.0781271573003942,0.015365910154807594,0.15738516049240026
2020-09-03,ADA,-0.1683115389686641,-0.03512584371534122,0.24442529656643586
2020-09-04,ADA,0.0654263186030281,-0.008133027264274895,0.20569950400821385
2020-09-08,ADA,-0.024878615636712,-0.027756342102360998,0.20335596872378842
2020-09-09,ADA,0.0256891977185969,0.02014498633677464,0.246256857166122
2020-09-10,ADA,0.0407824478248266,-0.01758479659017942,0.23141100970016723
2020-09-11,ADA,-0.0017189340722263,0.0005330721905940639,0.2333671965858699
2020-09-14,ADA,0.0201673710037353,0.012741829089357504,0.23577153187192537
2020-09-15,ADA,-0.0338227679690243,0.005219359577689042,0.23058791072092422
2020-09-16,ADA,-0.0197441656072706,-0.004618946596211537,0.22999203657745249
2020-09-17,ADA,0.0280087358360721,-0.008412365876402483,0.22541979889394417
2020-09-18,ADA,-0.0332848790313651,-0.011182581807410497,0.2514516741108855
2020-09-21,ADA,-0.1006899324480018,-0.011571097930805796,0.2753543006325339
2020-09-22,ADA,0.0164868234085042,0.010517945160813724,0.2796466574138082
2020-09-23,ADA,-0.0610490305332183,-0.023721455093028143,0.2973027880578604
2020-09-24,ADA,0.078866208772143,0.0029874591429570607,0.28093761847833415
2020-09-25,ADA,0.1693854802883545,0.0159767237756141,0.3110748521165902
2020-09-28,ADA,-0.0061212205426144,0.016110590199083896,0.3081308349441825
2020-09-29,ADA,0.0051059498659493,-0.0048126645432444715,0.3003083889060465
2020-09-30,ADA,-0.0011761167881322,0.008253718228220741,0.30050110040004835
2020-10-01,ADA,-0.0316340408566241,0.005292907769290922,0.30138073014737343
2020-10-02,ADA,-0.050518537263714,-0.009577652178616392,0.3039505083801975
2020-10-05,ADA,0.0124133035252378,0.01797270867614209,0.32880276203726744
2020-10-06,ADA,-0.0485524361421902,-0.013973515692226712,0.3368671535015859
2020-10-07,ADA,0.0106887347540181,0.01739675486921799,0.33841070741450807
2020-10-08,ADA,0.0250746189937536,0.008010123642494982,0.34515292357243904
2020-10-09,ADA,0.060040357053221,0.00879353312061526,0.33869723952173336
2020-10-12,ADA,0.0328145709073068,0.01641581296364758,0.3479946772764179
2020-10-13,ADA,-0.0107421105970522,-0.006306918994084421,0.3735358935010095
2020-10-14,ADA,-0.0142854131194067,-0.006623141753502759,0.37657018089387656
2020-10-15,ADA,-0.0061698502065113,-0.0015277553060997207,0.37351488376752323
2020-10-16,ADA,-0.0241102290497262,0.00013491955745537076,0.37403358365831396
2020-10-19,ADA,0.0120032278357051,-0.016329861778318078,0.3155640755557762
2020-10-20,ADA,-0.0568933484524597,0.004727334073110212,0.30118441747255026
2020-10-21,ADA,0.0360313719059011,-0.0021956999281005363,0.2958593114944418
2020-10-22,ADA,0.0412950918799917,0.005218925396392127,0.29927107413451787
2020-10-23,ADA,-0.0225102240638811,0.003445761353703114,0.30526416368281795
2020-10-26,ADA,-0.0305968324647493,-0.018589516294535646,0.3109322058889568
2020-10-27,ADA,-0.002618908331704,-0.0030256189119989285,0.30810509569757705
2020-10-28,ADA,-0.0374415105462521,-0.035287878760604796,0.31155451965461867
2020-10-29,ADA,-0.0363821870774205,0.011947330894238384,0.3025039935471627
2020-10-30,ADA,-0.0210430312901569,-0.012129550130175693,0.31225047161426256
2020-11-02,ADA,-0.0616515695484396,0.01231820260127181,0.29853444132326773
2020-11-03,ADA,0.0140108240943959,0.01779929009643455,0.3023829548111266
2020-11-04,ADA,0.0207098617048653,0.02204704770168342,0.29763916829669707
2020-11-05,ADA,0.0170390159974709,0.01946019413896294,0.3040396680824344
2020-11-06,ADA,0.1248634039707441,-0.00028771518741854685,0.2948600173917096
2020-11-09,ADA,-0.0121551920040405,0.01169988923568721,0.29268649116379397
2020-11-10,ADA,0.004557357339683,-0.0013997945931910616,0.27768948146575534
2020-11-11,ADA,0.0015122273528027,0.007651855318760337,0.31843575691921633
2020-11-12,ADA,-0.0135894254562988,-0.009978532303877019,0.31421911126463054
2020-11-13,ADA,0.0178521685056529,0.013610335409063534,0.3138663886092721
2020-11-16,ADA,0.0345863445767091,0.011648051240012336,0.33001676138290587
2020-11-17,ADA,0.0537651300524217,-0.004791925698091615,0.3174170754341801
2020-11-18,ADA,-0.029169702812248,-0.011563829610944043,0.31060591988532454
2020-11-19,ADA,-0.0050468557580967,0.003946442467421596,0.3126143863229999
2020-11-20,ADA,0.116751356560806,-0.006792562915180156,0.2800261928407282
2020-11-23,ADA,0.0604449205166737,0.005635930617216234,0.2839873672344656
2020-11-24,ADA,0.083466884982764,0.016161668273416252,0.3094670470598975
2020-11-25,ADA,-0.0671043639401284,-0.001584418237524976,0.3109171068339765
2020-11-27,ADA,0.0198653409456441,0.002396979198154181,0.3106124009770086
2020-11-30,ADA,0.0280186254901881,-0.004595548640170977,0.30857436792734283
2020-12-01,ADA,-0.0894587251446882,0.011271187194776155,0.284280811657263
2020-12-02,ADA,0.0165017775392484,0.0017911667548251575,0.2940665954850603
2020-12-03,ADA,0.0356654430491565,-0.000624157213091503,0.30683074156189544
2020-12-04,ADA,-0.0972584502781782,0.008836275129611826,0.30219267163130764
2020-12-07,ADA,-0.0298174233289036,-0.0019356376714373402,0.30440758625571057
2020-12-08,ADA,-0.0856549467979325,0.002787148065356293,0.29957825785646686
2020-12-09,ADA,0.0513524795829096,-0.007949201604598555,0.2849084791832503
2020-12-10,ADA,-0.0416495318150075,-0.0012851080682624305,0.285048680980237
2020-12-11,ADA,-0.0179232864199767,-0.0012649972997506032,0.2857563390247629
2020-12-14,ADA,0.0261620082713038,-0.004359258971957769,0.281041894830837
2020-12-15,ADA,-0.0233366821772339,0.012921249154708825,0.2749757547818473
2020-12-16,ADA,0.0860892265775192,0.0017727951669590514,0.27183310117265874
2020-12-17,ADA,-0.0245004159884314,0.005757654753379748,0.2641183638883186
2020-12-18,ADA,0.0092058650508906,-0.0035111185091528663,0.2643436400207661
2020-12-21,ADA,-0.0576092112921271,-0.0039062790518439305,0.2698899975503055
2020-12-22,ADA,0.0230779795464353,-0.002073092860288006,0.26772826571055325
2020-12-23,ADA,-0.1266815793729511,0.000745811250824957,0.2600877543090062
2020-12-24,ADA,0.1208924134673101,0.0035365890047962534,0.2588485689992413
2020-12-28,ADA,0.1444936522280768,0.008722529021144565,0.2638920921239648
2020-12-29,ADA,0.0873002242319771,-0.00222738052560012,0.2549354269882341
2020-12-30,ADA,-0.0422764337338635,0.0013415471654707467,0.2593564578539285
2020-12-31,ADA,-0.0143609499531,0.006438845522919845,0.2552103737822384
2021-01-04,ADA,0.0964266726524758,-0.014754827521051062,0.23156247141046485
2021-01-05,ADA,0.1492780001912017,0.007082595157549276,0.23679869423813474
2021-01-06,ADA,0.2848625567920921,0.005709842747752214,0.23456187398791978
2021-01-07,ADA,-0.0961680663546099,0.014847403800101189,0.20785036772841078
2021-01-08,ADA,0.0187245564349041,0.005491862685268911,0.21062168753679775
2021-01-11,ADA,-0.0965218097626732,-0.006554750898592476,0.21726142670703905
2021-01-12,ADA,0.041881813524784,0.0004157884466327033,0.23810941655867843
2021-01-13,ADA,0.0927028377224494,0.0022756417379066196,0.16193381428288295
2021-01-14,ADA,-0.0102452995218461,-0.0037534511943366766,0.17279734854569198
2021-01-15,ADA,-0.0253418070061518,-0.007190027975370938,0.16818434700641385
2021-01-19,ADA,-0.0061681500909568,0.008136379515524483,0.16383752600963084
2021-01-20,ADA,0.0169503403066415,0.013935625421946263,0.1782005107858824
2021-01-21,ADA,-0.173644179022576,0.0003167233075522802,0.17465008806864993
2021-01-22,ADA,0.1269079969837312,-0.0030106116552376383,0.16146190814684977
2021-01-25,ADA,-0.028243995676031,0.0036158389430824833,0.1628773550288902
2021-01-26,ADA,0.0010119682995752,-0.0014888337468982327,0.16091068088551938
2021-01-27,ADA,-0.0905023264640654,-0.025677883699462,0.19766301493450514
2021-01-28,ADA,0.1055608344116858,0.009760625975629766,0.20154656194297774
2021-01-29,ADA,0.0057839730494548,-0.019311475173124593,0.18070126541116532
2021-02-01,ADA,0.1656577252840612,0.016051767614439383,0.20735873754606102
2021-02-02,ADA,0.0602288852867114,0.013898223484416938,0.1943892938594448
2021-02-03,ADA,0.0355497887218967,0.0010087690809532646,0.19381599455257476
2021-02-04,ADA,-0.0007906325370879,0.010853322230420792,0.16367928875667287
2021-02-05,ADA,0.21952784525883,0.003897495164625342,0.167995292612196
2021-02-08,ADA,0.0290589251450061,0.007399348360373592,0.1687785670240887
2021-02-09,ADA,0.030776112484252,-0.0011135249921484514,0.16961237289783457
2021-02-10,ADA,0.3223835554230094,-0.00034518493235935477,0.14846605531239931
2021-02-11,ADA,-0.0027700279072222,0.0016624551635393559,0.13933177627936952
2021-02-12,ADA,-0.0023217607861681,0.0047110331133788375,0.14154003191166367
2021-02-16,ADA,0.0115434106839942,-0.0005692724183511411,0.12920959714914562
2021-02-17,ADA,0.0229277956886924,-0.0003204020092266724,0.13255792580415326
2021-02-18,ADA,0.02603940000095,-0.004415835627354592,0.1312045042430498
2021-02-19,ADA,0.0148011537539647,-0.0018548966445751658,0.12725688121552778
2021-02-22,ADA,-0.001243956913856,-0.0077328394581538396,0.12732584504543845
2021-02-23,ADA,-0.1314123535697734,0.0012563181187927874,0.12208967878289213
2021-02-24,ADA,0.1015471401995797,0.01135161376597904,0.13016312572478445
2021-02-25,ADA,0.0261102492445537,-0.02447880752512621,0.12116146817477011
2021-02-26,ADA,0.1501126622118778,-0.004750214169902844,0.10813724686790685
2021-03-01,ADA,-0.0119803579653459,0.023790763506800205,0.09557984721868056
2021-03-02,ADA,-0.0516918763517706,-0.008080851690870694,0.10780444833697536
2021-03-03,ADA,-0.0073344553462931,-0.01306622187199813,0.11251387114699768
2021-03-04,ADA,-0.0836146352925406,-0.013417213930100202,0.12871598962505545
2021-03-05,ADA,0.0481266903124626,0.01949596819778221,0.1351352840163486
2021-03-08,ADA,-0.0135119372116645,-0.005359231030161227,0.12771265087818726
2021-03-09,ADA,0.0689663444827477,0.01415464230382213,0.13373845061279796
2021-03-10,ADA,-0.0503346537017677,0.006030313342701321,0.11030664567630369
2021-03-11,ADA,-0.008998229720426,0.010395487004435822,0.1151999896604039
2021-03-12,ADA,-0.0761439180992646,0.0010153984958789497,0.10923003801519171
2021-03-15,ADA,-0.0241843736310936,0.006491921301497117,0.11936670279371979
2021-03-16,ADA,0.2026182607197224,-0.0015696837343783798,0.11011538757466002
2021-03-17,ADA,0.1091915951871382,0.00287938213053085,0.11415875902727365
2021-03-18,ADA,-0.1013053271177616,-0.014760539319459198,0.1431818427526209
2021-03-19,ADA,0.050979570379128,-0.0006027039747036333,0.14579201105792391
2021-03-22,ADA,-0.0666582190744693,0.007025118077311765,0.14338790360281106
2021-03-23,ADA,0.010521897365691,-0.007630854183940605,0.14327308157083385
2021-03-24,ADA,-0.0415050179310521,-0.00546733601831495,0.15030913823415742
2021-03-25,ADA,0.0247180844044592,0.005240265846959469,0.1466081875925036
2021-03-26,ADA,0.102031324128808,0.016631202604519668,0.16370649106873417
2021-03-29,ADA,0.0095850907617711,-0.0008680126852336212,0.16301500578088074
2021-03-30,ADA,0.0089610607827694,-0.0031578329337678124,0.16689484888108935
2021-03-31,ADA,-0.0165274437389277,0.0036224990395776757,0.15845191233432082
2021-04-01,ADA,-0.003368890402069,0.011825201774944727,0.15471438772069293
2021-04-05,ADA,0.0192040406809643,0.014438226417743616,0.16655361003806832
2021-04-06,ADA,0.0338087862633362,-0.0009735307519511682,0.16376817993992798
2021-04-07,ADA,-0.0638904085237475,0.001475232784985625,0.15143803349602353
2021-04-08,ADA,0.0376863588298639,0.0042206328286402695,0.1494073859095934
2021-04-09,ADA,-0.0130356011136948,0.007719934348738189,0.145981155819605
2021-04-12,ADA,0.0389915701303851,-0.00019607884876882142,0.14672112269117601
2021-04-13,ADA,0.0726822120755155,0.0032944868090414303,0.1662513084907753
2021-04-14,ADA,0.030906991764446,-0.004087726727828533,0.1649432073931654
2021-04-15,ADA,0.0179796817874891,0.01109419052516647,0.16421390454910273
2021-04-16,ADA,-0.0436281692479866,0.0036088195555097347,0.17709223312740546
2021-04-19,ADA,-0.0607934182692229,-0.005306560094486046,0.1817433414120519
2021-04-20,ADA,0.0567423820862302,-0.006802319771775922,0.18021943262291182
2021-04-21,ADA,-0.0467630824421362,0.009306055472153574,0.17626704464609705
2021-04-22,ADA,-0.0494872627972403,-0.009210657476561801,0.18337518359057772
2021-04-23,ADA,0.0075718082419686,0.010928696540176919,0.1792097587044314
2021-04-26,ADA,0.1339480767842533,0.001782270924804541,0.17870747014368063
2021-04-27,ADA,0.0590816853112656,-0.00021489588801437698,0.1871639407871292
2021-04-28,ADA,0.0219897333813234,-0.0008455399168898481,0.18735962567737743
2021-04-29,ADA,-0.0207027110295634,0.006762806734045723,0.18689018382181666
2021-04-30,ADA,0.033971366563994,-0.007194706699326425,0.1837520849450712
2021-05-03,ADA,0.0265433231273808,0.002748090747253684,0.17872682953839236
2021-05-04,ADA,-0.0645499694718917,-0.006678337608227225,0.18750468129376877
2021-05-05,ADA,0.1580850631052455,0.0007034637617677753,0.18532090914442165
2021-05-06,ADA,0.1183270566895093,0.008165456466051824,0.19121751804186812
2021-05-07,ADA,0.002017447605854,0.007373341616968343,0.17840955219580654
2021-05-10,ADA,-0.071088192190015,-0.010435647322188157,0.1961715902524263
2021-05-11,ADA,0.0725854207271152,-0.00867391280271812,0.18774125741478181
2021-05-12,ADA,-0.119780445528664,-0.021449400664502738,0.22729129555479596
2021-05-13,ADA,0.2452982472006515,0.012173141406923493,0.2718267522593979
2021-05-14,ADA,0.0367839826227871,0.014917956876899785,0.2648263726275565
2021-05-17,ADA,-0.1199105184219672,-0.0025300521932207776,0.26628144804989295
2021-05-18,ADA,-0.0140555110916831,-0.008517292959364653,0.2981210607939842
2021-05-19,ADA,-0.2600942792737907,-0.002943411456817757,0.2954375526011963
2021-05-20,ADA,0.2212096567721813,0.010554741756143349,0.30358628210604527
2021-05-21,ADA,-0.1426105931166896,-0.0007838806801412357,0.3023321458516169
2021-05-24,ADA,0.1690379413238922,0.009911292190138532,0.31361357178491545
2021-05-25,ADA,0.003797423946505,-0.0021252837802967495,0.31281005362066605
2021-05-26,ADA,0.1461601374252807,0.0018768165702687245,0.30759202651995615
2021-05-27,ADA,-0.0767049109599136,0.0011653145418315525,0.3091647277898647
2021-05-28,ADA,-0.0813950549248792,0.0007688818911402162,0.3111835908546101
2021-06-01,ADA,-0.0046046778267984,-0.0004923335226864056,0.3173744551418078
2021-06-02,ADA,0.010417008110753,0.0014469348384307246,0.32598449103857036
2021-06-03,ADA,0.0500033562859767,-0.0036287033416374515,0.32566658364996043
2021-06-04,ADA,-0.0703966386402218,0.008834095710505974,0.31293633636043866
2021-06-07,ADA,-0.0680126280662289,-0.0007967387044511831,0.29105590215886196
2021-06-08,ADA,0.0152956342480021,0.00017502486450582388,0.28368815593352215
2021-06-09,ADA,0.0231708306681277,-0.0018238673194856947,0.288831901541226
2021-06-10,ADA,-0.0572177841454178,0.004652243012262192,0.2605555494544465
2021-06-11,ADA,-0.0623289319313676,0.0019484346695590737,0.25373554276531823
2021-06-14,ADA,0.0107490837801569,0.0018152018730952513,0.25383832867637035
2021-06-15,ADA,0.0143774530802287,-0.0020116937805257917,0.2578557160012225
2021-06-16,ADA,-0.0720904779985359,-0.005390124612855707,0.26294525265838986
2021-06-17,ADA,-0.000255694345231,-0.00043571559205179966,0.2622385116279805
2021-06-18,ADA,-0.0450669575786276,-0.013124468779900589,0.27013556972203
2021-06-21,ADA,-0.1761196066560912,0.014002289962720793,0.2475857549107644
2021-06-22,ADA,-0.0205744051734977,0.005124491902218642,0.24556217141561773
2021-06-23,ADA,0.0864006683346088,-0.0010832833431588806,0.24227413342623297
2021-06-24,ADA,0.0823620014095076,0.005811249724885448,0.24683222541060656
2021-06-25,ADA,-0.0734532663624035,0.0033305973193167304,0.24303549524013615
2021-06-28,ADA,-0.0078265353842681,0.0023149642620619026,0.24521971499987613
2021-06-29,ADA,0.0329760434452985,0.00027733619326086867,0.2453580961787931
