coin,month,monthly_return
SOL,2024-08,-0.2121440938604794
SOL,2024-09,0.12738180727504833
SOL,2024-10,0.10360163823169843
SOL,2024-11,0.4115285533148989
SOL,2024-12,-0.203913939063617
SOL,2025-01,0.2238847363882075
SOL,2025-02,-0.36094219327771904
SOL,2025-03,-0.15764292292936066
SOL,2025-04,0.18404293611766986
SOL,2025-05,0.06092893252286946
SOL,2025-06,-0.012153048709802716
SOL,2025-07,0.114318067540089
SOL,2025-08,0.16493722744474026
SOL,2025-09,0.03922851111378023
SOL,2025-10,-0.10315858940252931
SOL,2025-11,-0.28654881913381325
SOL,2025-12,-0.06798461472376505
SOL,2026-01,-0.15297343266553176
SOL,2026-02,-0.19987803579160335
SOL,2026-03,0.08702587907951953
XRP,2020-01,0.24169158610773023
XRP,2020-02,-0.033607386767263936
XRP,2020-03,-0.24494685822199014
XRP,2020-04,0.21882067227357083
XRP,2020-05,-0.046319589464992705
XRP,2020-06,-0.13324394859258581
XRP,2020-07,0.4721328715529578
XRP,2020-08,0.08830294805900651
XRP,2020-09,-0.1418978564488561
XRP,2020-10,-0.008437339184079407
XRP,2020-11,1.7710265935987004
XRP,2020-12,-0.6690745779211308
XRP,2021-01,1.2393585572078436
XRP,2021-02,-0.1571375499362353
XRP,2021-03,0.38297349117090573
XRP,2021-04,1.7735842119235672
XRP,2021-05,-0.34246332496225773
XRP,2021-06,-0.32506709184460847
XRP,2021-07,0.05862616191779568
XRP,2021-08,0.5881455474185033
XRP,2021-09,-0.19784301782367997
XRP,2021-10,0.1685964343679185
XRP,2021-11,-0.10284600688776091
XRP,2021-12,-0.16780011019131147
XRP,2022-01,-0.2550810883724819
XRP,2022-02,0.2630949198356469
XRP,2022-03,0.041583333466712835
XRP,2022-04,-0.27925732519759094
XRP,2022-05,-0.2814282754095456
XRP,2022-06,-0.2143306337010289
XRP,2022-07,0.14786636286006805
XRP,2022-08,-0.1382228428961424
XRP,2022-09,0.463305522560032
XRP,2022-10,-0.028886525390121154
XRP,2022-11,-0.12270908016643411
XRP,2022-12,-0.16835512932096386
XRP,2023-01,0.19551135902859307
XRP,2023-02,-0.07194830330433366
XRP,2023-03,0.42779272218040276
XRP,2023-04,-0.1228616586142931
XRP,2023-05,0.09538633509396943
XRP,2023-06,-0.08378469077728501
XRP,2023-07,0.4735580353679456
XRP,2023-08,-0.2687421315276636
XRP,2023-09,0.009017262393397951
XRP,2023-10,0.16468023065871873
XRP,2023-11,0.0101218729585697
XRP,2023-12,0.014155019576823857
XRP,2024-01,-0.18172146587602267
XRP,2024-02,0.1652089069905902
XRP,2024-03,0.0731676571717057
XRP,2024-04,-0.20526835990680325
XRP,2024-05,0.03546527712138525
XRP,2024-06,-0.08172455653934751
XRP,2024-07,0.3122214198045685
XRP,2024-08,-0.09235830977175052
XRP,2024-09,0.079777344988337
XRP,2024-10,-0.16722212296107197
XRP,2024-11,2.817713630318161
XRP,2024-12,0.06995806902536428
XRP,2025-01,0.45924674220479456
XRP,2025-02,-0.29314720353668333
XRP,2025-03,-0.025959304735335365
XRP,2025-04,0.04864355383044128
XRP,2025-05,-0.007527478074545346
XRP,2025-06,0.029281926079565812
XRP,2025-07,0.35127643264673813
XRP,2025-08,-0.08215379253768851
XRP,2025-09,0.025314792725035007
XRP,2025-10,-0.11879386920275714
XRP,2025-11,-0.13862213229334042
XRP,2025-12,-0.14854188987718286
XRP,2026-01,-0.10570915926931757
XRP,2026-02,-0.16301837304377864
XRP,2026-03,0.026872075335363066
