return,volatility,sharpe_ratio,ADA,BNB,BTC,DOGE,DOT,ETH,LTC,SOL,XRP
0.4579380409601648,0.5625598915524813,0.8140254003825363,0.03161413194436051,0.2161118401891522,0.26288747209725194,0.031202282805219635,0.07922134690391909,0.2550004232255681,0.06274980197819564,0.007003417784759357,0.05420928307157351
