coin,annual_return,annual_volatility,sharpe_ratio,max_drawdown
ADA,0.41537486772321325,0.8277603913913257,0.5018056819861096,-0.9185129666207941
BNB,0.6404985807061089,0.6927457147126951,0.9245796359371854,-0.7083799892470088
BTC,0.3388253083736031,0.4856240111275014,0.6977111934538259,-0.7663456370856909
DOGE,1.1702261023104796,1.6376912100019152,0.7145584559308412,-0.9225850212888337
DOT,0.27207043805798825,0.8655888606346923,0.31431832181677205,-0.9769924244977247
ETH,0.4187347415722651,0.656440530641431,0.6378867879518418,-0.7935123166505245
LTC,0.24677844511840413,0.7169957952047681,0.3441839502669974,-0.8879539041376446
SOL,0.8874395163748715,0.97922492258759,0.9062672894699446,-0.9627249768997591
XRP,0.5675893630130797,0.8896524603707144,0.6379899885586419,-0.8324902308241238
