return,volatility,sharpe_ratio,ADA,BNB,BTC,DOGE,DOT,ETH,LTC,SOL,XRP
0.722685830477045,0.687638705500214,1.0509673534902846,0.0382594278688183,0.32417291613564836,0.0029241425682106875,0.12021477903539513,0.01397444625790282,0.0022650896335851232,0.09154750571048033,0.31059647838239207,0.09604521440756722
